"SiteUrl","SiteID","ItemName","ItemType","UserID","UserName","Occurred","Event","Description","EventSource","SourceName","EventData","MachineName","MachineIP","DocLocation"
"http://sharepoint","d7121182-34fc-4daa-b413-15af9abd9012","","Document","1073741823","SHAREPOINT\system","25/02/2021 20:36:18","View","Viewing of the object by a user.","SharePoint","","<Version><Major>1</Major><Minor>0</Minor></Version>","","","_catalogs/theme/Themed/413332F/corev15-51C31438.themedcss"
"http://sharepoint","d7121182-34fc-4daa-b413-15af9abd9012","","Document","1073741823","SHAREPOINT\system","25/02/2021 20:37:01","View","Viewing of the object by a user.","SharePoint","","<Version><Major>1</Major><Minor>0</Minor></Version>","","","_catalogs/theme/Themed/413332F/ProjectSummary-C0540322.themedcss"
"http://sharepoint","d7121182-34fc-4daa-b413-15af9abd9012","","Document","1073741823","SHAREPOINT\system","25/02/2021 20:37:02","View","Viewing of the object by a user.","SharePoint","","<Version><Major>1</Major><Minor>0</Minor></Version>","","","_catalogs/theme/Themed/413332F/spcommon-B35BB0A9.themedpng"
"http://sharepoint","d7121182-34fc-4daa-b413-15af9abd9012","","Document","1073741823","SHAREPOINT\system","25/02/2021 20:37:02","View","Viewing of the object by a user.","SharePoint","","<Version><Major>1</Major><Minor>0</Minor></Version>","","","_catalogs/theme/Themed/413332F/searchresultui-61174269.themedpng"
"http://sharepoint","d7121182-34fc-4daa-b413-15af9abd9012","","Document","1073741823","SHAREPOINT\system","25/02/2021 20:37:04","View","Viewing of the object by a user.","SharePoint","","<Version><Major>1</Major><Minor>0</Minor></Version>","","","_catalogs/theme/Themed/413332F/ecbarw-B1CE25C9.themedpng"
"http://sharepoint","d7121182-34fc-4daa-b413-15af9abd9012","","Document","1073741823","SHAREPOINT\system","25/02/2021 20:37:06","View","Viewing of the object by a user.","SharePoint","","<Version><Major>1</Major><Minor>0</Minor></Version>","","","_catalogs/theme/Themed/413332F/b3c1cf77-6ad5-4903-a5a3-7cd0df551237bkimage-DF184D88.themedjpg"
"http://sharepoint","d7121182-34fc-4daa-b413-15af9abd9012","Master Page Gallery","List","1073741823","SHAREPOINT\system","25/02/2021 20:37:36","SchemaChange","Change in the schema of the object.","SharePoint","","16.0.0.5095.0.0<FieldRef Name=""ContentTypeId""/><FieldRef Name=""_ModerationComments"" ColName=""ntext1""/><FieldRef Name=""FileLeafRef""/><FieldRef Name=""Modified_x0020_By"" ColName=""nvarchar1""/><FieldRef Name=""Created_x0020_By"" ColName=""nvarchar2""/><FieldRef Name=""File_x0020_Type"" ColName=""nvarchar3""/><FieldRef Name=""HTML_x0020_File_x0020_Type"" ColName=""nvarchar4""/><FieldRef Name=""_SourceUrl"" ColName=""nvarchar5""/><FieldRef Name=""_SharedFileIndex"" ColName=""nvarchar6""/><FieldRef Name=""MasterPageDescription"" ColName=""ntext2""/><FieldRef Name=""UIVersion"" ColName=""ntext3""/><FieldRef Name=""DefaultCssFile"" ColName=""nvarchar7"" ID=""{cc10b158-50b4-4f02-8f3a-b9b6c3102628}""/><FieldRef Name=""DisplayTemplateJSTemplateHidden"" ColName=""bit1""/><FieldRef Name=""DisplayTemplateJSTargetControlType"" ColName=""nvarchar8""/><FieldRef Name=""DisplayTemplateJSIconUrl"" ColName=""nvarchar9"" ColName2=""nvarchar10""/><FieldRef Name=""DisplayTemplateJSTemplateType"" ColName=""nvarchar11""/><FieldRef Name=""DisplayTemplateJSTargetScope"" ColName=""nvarchar12""/><FieldRef Name=""DisplayTemplateJSTargetListTemplate"" ColName=""nvarchar13""/><FieldRef Name=""DisplayTemplateJSTargetContentType"" ColName=""nvarchar14""/><FieldRef Name=""DisplayTemplateJSConfigurationUrl"" ColName=""nvarchar15"" ColName2=""nvarchar16""/><Field ID=""{fa564e0f-0c70-4ab9-b863-0177e6ddd247}"" Name=""Title"" SourceID=""http://schemas.microsoft.com/sharepoint/v3"" StaticName=""Title"" Group=""_Hidden"" Type=""Text"" DisplayName=""$Resources:core,Title;"" Required=""FALSE"" FromBaseType=""TRUE"" Customization="""" ShowInNewForm=""FALSE"" ShowInEditForm=""TRUE"" ColName=""nvarchar17"" RowOrdinal=""0"" Version=""1""/><Field ID=""{0a9ec8f0-0340-4e24-9b35-ca86a6ded5ab}"" Name=""TemplateHidden"" StaticName=""TemplateHidden"" SourceID=""http://schemas.microsoft.com/sharepoint/v3"" Group=""$Resources:Microsoft.Office.Server.Search,TemplateColumnsGroup;"" DisplayName=""$Resources:Microsoft.Office.Server.Search,TemplateCol_Hidden_Name;"" Description=""$Resources:Microsoft.Office.Server.Search,TemplateCol_Hidden_Desc;"" Type=""Boolean"" Required=""FALSE"" CanToggleHidden=""TRUE"" Sealed=""TRUE"" Customization="""" ColName=""bit2"" RowOrdinal=""0""/><Field ID=""{cab85295-b195-4ac2-8323-87c602e6ac9d}"" Name=""TargetControlType"" StaticName=""TargetControlType"" SourceID=""http://schemas.microsoft.com/sharepoint/v3"" Group=""$Resources:Microsoft.Office.Server.Search,TemplateColumnsGroup;"" DisplayName=""$Resources:Microsoft.Office.Server.Search,TemplateCol_TargetControlType_Name;"" Description=""$Resources:Microsoft.Office.Server.Search,TemplateCol_TargetControlType_Desc;"" Type=""MultiChoice"" Required=""FALSE"" CanToggleHidden=""TRUE"" Sealed=""TRUE"" Customization="""" ColName=""ntext4"" RowOrdinal=""0""><CHOICES><CHOICE>SearchResults</CHOICE><CHOICE>SearchHoverPanel</CHOICE><CHOICE>Content Web Parts</CHOICE><CHOICE>Refinement</CHOICE><CHOICE>SearchBox</CHOICE><CHOICE>Custom</CHOICE></CHOICES></Field><Field ID=""{3c318a40-0d51-408d-ba71-16fa845b9fe5}"" Name=""CrawlerXSLFile"" StaticName=""CrawlerXSLFile"" SourceID=""http://schemas.microsoft.com/sharepoint/v3"" Group=""$Resources:Microsoft.Office.Server.Search,TemplateColumnsGroup;"" DisplayName=""$Resources:Microsoft.Office.Server.Search,TemplateCol_CrawlerXSL_Name;"" Description=""$Resources:Microsoft.Office.Server.Search,TemplateCol_CrawlerXSL_Desc;"" Type=""URL"" Required=""FALSE"" CanToggleHidden=""TRUE"" Sealed=""TRUE"" Customization="""" ColName=""nvarchar18"" RowOrdinal=""0"" ColName2=""nvarchar19"" RowOrdinal2=""0""/><Field ID=""{fa181e85-8465-42fd-bd81-4afea427d3fe}"" Name=""DisplayTemplateLevel"" StaticName=""DisplayTemplateLevel"" SourceID=""http://schemas.microsoft.com/sharepoint/v3"" Group=""$Resources:Microsoft.Office.Server.Search,TemplateColumnsGroup;"" DisplayName=""$Resources:Microsoft.Office.Server.Search,TemplateCol_DisplayTemplateLevel_Name;"" Description=""$Resources:Microsoft.Office.Server.Search,TemplateCol_DisplayTemplateLevel_Desc;"" Type=""Choice"" Required=""FALSE"" CanToggleHidden=""TRUE"" Sealed=""TRUE"" Customization="""" ColName=""nvarchar20"" RowOrdinal=""0""><CHOICES><CHOICE>Item</CHOICE><CHOICE>Control</CHOICE><CHOICE>Filter</CHOICE><CHOICE>Group</CHOICE><CHOICE>Base</CHOICE></CHOICES></Field><Field ID=""{a0dd6c22-0988-453e-b3e2-77479dc9f014}"" Name=""ManagedPropertyMapping"" StaticName=""ManagedPropertyMapping"" SourceID=""http://schemas.microsoft.com/sharepoint/v3"" Group=""$Resources:Microsoft.Office.Server.Search,TemplateColumnsGroup;"" DisplayName=""$Resources:Microsoft.Office.Server.Search,TemplateCol_ManagedPropertyMapping_Name;"" Description=""$Resources:Microsoft.Office.Server.Search,TemplateCol_ManagedPropertyMappin_Desc;"" Type=""Note"" UnlimitedLengthInDocumentLibrary=""TRUE"" Required=""FALSE"" CanToggleHidden=""TRUE"" Sealed=""TRUE"" RichText=""FALSE"" Customization="""" ColName=""ntext5"" RowOrdinal=""0""/><Field ID=""{dcb8e2a9-42d1-495f-9fda-4bf9c706bc46}"" Name=""CompatibleSearchDataTypes"" StaticName=""CompatibleSearchDataTypes"" SourceID=""http://schemas.microsoft.com/sharepoint/v3"" Group=""$Resources:Microsoft.Office.Server.Search,TemplateColumnsGroup;"" DisplayName=""$Resources:Microsoft.Office.Server.Search,TemplateCol_CompatibleSearchDataTypes_Name;"" Description=""$Resources:Microsoft.Office.Server.Search,TemplateCol_CompatibleSearchDataTypes_Desc;"" Type=""MultiChoice"" Required=""FALSE"" CanToggleHidden=""TRUE"" Sealed=""TRUE"" Customization="""" ColName=""ntext6"" RowOrdinal=""0""><CHOICES><CHOICE>Text</CHOICE><CHOICE>Integer</CHOICE><CHOICE>Decimal</CHOICE><CHOICE>DateTime</CHOICE><CHOICE>YesNo</CHOICE></CHOICES></Field><Field ID=""{bab0a619-d1ec-40d7-847b-3e4408080c17}"" Name=""CompatibleManagedProperties"" StaticName=""CompatibleManagedProperties"" SourceID=""http://schemas.microsoft.com/sharepoint/v3"" Group=""$Resources:Microsoft.Office.Server.Search,TemplateColumnsGroup;"" DisplayName=""$Resources:Microsoft.Office.Server.Search,TemplateCol_CompatibleManagedProperties_Name;"" Description=""$Resources:Microsoft.Office.Server.Search,TemplateCol_CompatibleManagedProperties_Desc;"" Type=""Note"" Required=""FALSE"" CanToggleHidden=""TRUE"" Sealed=""TRUE"" RichText=""FALSE"" Customization="""" ColName=""ntext7"" RowOrdinal=""0""/>","","","_catalogs/masterpage"
"http://sharepoint","d7121182-34fc-4daa-b413-15af9abd9012","Master Page Gallery","Document","1073741823","SHAREPOINT\system","25/02/2021 20:37:36","View","Viewing of the object by a user.","SharePoint","","<Version><Major>1</Major><Minor>0</Minor></Version>","","","_catalogs/masterpage/seattle.preview"
"http://sharepoint","d7121182-34fc-4daa-b413-15af9abd9012","Master Page Gallery","Document","1073741823","SHAREPOINT\system","25/02/2021 20:37:36","View","Viewing of the object by a user.","SharePoint","","<Version><Major>1</Major><Minor>0</Minor></Version>","","","_catalogs/masterpage/oslo.preview"
"http://sharepoint","d7121182-34fc-4daa-b413-15af9abd9012","Master Page Gallery","Document","1073741823","SHAREPOINT\system","25/02/2021 20:37:37","View","Viewing of the object by a user.","SharePoint","","<Version><Major>1</Major><Minor>0</Minor></Version>","","","_catalogs/theme/15/Palette030.spcolor"
